2024-08-31 05:51:36 INFO     Started
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token retrieved: BQBuIxp6lJRAhK37i8pDIGKiC3sRPOub2tSvJEO9706aNDq66QX6g7wJiHXZfh-2pEk9f4MnEprz1LrjWWuJrbpY-FrP75gyPzzKAPHa-Se3sSEmez4
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:37 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:37 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:38 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:38 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:39 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:39 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:40 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:40 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:41 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:41 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:42 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:42 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:42 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:42 WARNING  GEOB frame does not contain a mime type
2024-08-31 05:51:42 WARNING  GEOB frame does not contain a valid mime type
2024-08-31 05:51:42 ERROR    /home/zic/ElectroJazz/Pachworks - Summertime.mp3 No Tag Title
2024-08-31 05:51:42 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:42 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:42 INFO     Spotify access token needs to be renewed.
2024-08-31 05:51:42 INFO     Spotify access token retrieved successfully.
2024-08-31 05:51:42 WARNING  Lame tag CRC check failed
2024-08-31 05:51:42 INFO     4752/9270 Traitement de /home/zic/ElectroJazz/Bugge Wesseltoft - G.u.b.n.u.f.mp3 - artist : Bugge Wesseltoft title : G.U.B.N.U.F. album : Saint-Germain Cafe - the finest electro-jazz compilation
2024-08-31 05:51:42 WARNING  Lame tag CRC check failed
2024-08-31 05:51:42 INFO     Spotify - Début de la recherche pour l'artiste: Bugge Wesseltoft, album: Saint-Germain Cafe - the finest electro-jazz compilation
2024-08-31 05:51:42 INFO     Spotify - Requête envoyée : artist:Bugge Wesseltoft album:Saint-Germain Cafe - the finest electro-jazz compilation
2024-08-31 05:51:42 INFO     Spotify album url : https://i.scdn.co/image/ab67616d0000b2735e570fc1d95bbf490f8d05cd
2024-08-31 05:51:42 INFO     Spotify - Album trouvé, URL de l'image : https://i.scdn.co/image/ab67616d0000b2735e570fc1d95bbf490f8d05cd
2024-08-31 05:51:42 INFO     Spotify - Téléchargement de l'image depuis : https://i.scdn.co/image/ab67616d0000b2735e570fc1d95bbf490f8d05cd
2024-08-31 05:51:42 INFO     Image trouvée sur Spotify : https://i.scdn.co/image/ab67616d0000b2735e570fc1d95bbf490f8d05cd
2024-08-31 05:51:42 INFO     download_image url save_directory: https://i.scdn.co/image/ab67616d0000b2735e570fc1d95bbf490f8d05cd /home/web/bonnezic.com/spotify
2024-08-31 05:51:42 INFO     L'image /home/web/bonnezic.com/spotify/Bugge Wesseltoft - G.u.b.n.u.f.jpg n'existe pas
2024-08-31 05:51:46 INFO     L'image a été téléchargée et sauvegardée sous : /home/web/bonnezic.com/spotify/Bugge Wesseltoft - G.u.b.n.u.f.jpg
