2024-08-30 13:22:54 INFO     Started
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token retrieved: BQAjbGbqxovacATHfAdkZZQmlo-KHmm9oYvljd6xjyB15V_jmt4k0aoiuoOb9G1g1Uan2C90FP6DYYzpqns7j7k_2LcMrYp3rd7KIDQAdFwPkRHjUOQ
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:55 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:55 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:56 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:56 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:56 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:56 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     Spotify access token needs to be renewed.
2024-08-30 13:22:56 INFO     Spotify access token retrieved successfully.
2024-08-30 13:22:56 INFO     1420/9270 Traitement de /home/zic/JazzWorld/Thelonious Monk - Think of One.mp3 - artist : Thelonious Monk title : Think of One album : Criss-Cross
2024-08-30 13:22:56 INFO     Image extraite depuis /home/zic/JazzWorld/Thelonious Monk - Think of One.mp3 vers /home/web/bonnezic.com/album/Thelonious Monk - Think of One.jpg
2024-08-30 13:22:56 INFO     Image /home/web/bonnezic.com/album/Thelonious Monk - Think of One.jpg trop petite (250x249)
2024-08-30 13:22:56 INFO     Image extraite du fichier MP3 mais trop petite, tentative de téléchargement via Spotify et Deezer.
2024-08-30 13:22:56 INFO     Spotify - Début de la recherche pour l'artiste: Thelonious Monk, album: Criss-Cross
2024-08-30 13:22:56 INFO     Spotify - Requête envoyée : artist:Thelonious Monk album:Criss-Cross
2024-08-30 13:22:57 INFO     Spotify album url : https://i.scdn.co/image/ab67616d0000b27316272e3ef5368f8db98ddfbd
2024-08-30 13:22:57 INFO     Spotify - Album trouvé, URL de l'image : https://i.scdn.co/image/ab67616d0000b27316272e3ef5368f8db98ddfbd
2024-08-30 13:22:57 INFO     Spotify - Téléchargement de l'image depuis : https://i.scdn.co/image/ab67616d0000b27316272e3ef5368f8db98ddfbd
2024-08-30 13:22:57 INFO     Image trouvée sur Spotify : https://i.scdn.co/image/ab67616d0000b27316272e3ef5368f8db98ddfbd
2024-08-30 13:22:57 INFO     L'image /home/web/bonnezic.com/spotify/Thelonious Monk - Think of One.jpg n'existe pas
2024-08-30 13:23:00 INFO     L'image a été téléchargée et sauvegardée sous : /home/web/bonnezic.com/spotify/Thelonious Monk - Think of One.jpg
2024-08-30 13:23:00 INFO     Dimensions originales de l'image : 640x640
2024-08-30 13:23:00 INFO     L'image Spotify est valide et a été sauvegardée : /home/web/bonnezic.com/spotify/Thelonious Monk - Think of One.jpg
2024-08-30 13:23:00 WARNING  Deezer - Aucun résultat trouvé.
2024-08-30 13:23:01 WARNING  Deezer - Aucun résultat trouvé.
2024-08-30 13:23:01 WARNING  Deezer - Aucun résultat trouvé.
2024-08-30 13:23:01 WARNING  Deezer - Aucun résultat trouvé.
2024-08-30 13:23:01 INFO     Cover found for /home/zic/JazzWorld/Thelonious Monk - Think of One.mp3, not adding to no_cover.txt
